sample_id,t_seconds,f_RA,f_clean,f_eq,delta_G,k_jmak,n_jmak,Mn,C,Al,Si,T_celsius,Ac1,Ac3,X_Mn_aus,provenance,fidelity,is_observed
100004,60.68890618672593,0.0,7.093941519042977e-17,0.3194827238175005,5765.308666087897,3.8330979624323404e-19,1.5893930485301362,5.702681125621215,0.0549789630603332,1.6299836802757484,1.5615315931610103,744.3825098284665,646.8437073221644,789.6574372697135,7.845070288220009,synthetic_calibrated,synthetic,1.0
100005,0.0,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.0,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.103737736839178,0.0199034105996822,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.2182369917228706,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.3446141401779697,0.0134544859049694,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.4841013680019894,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.638058685158444,0.0215684279023974,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.8079871859665408,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,1.9955436848729435,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,2.2025568705053766,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,2.4310451355111877,0.0281485727310953,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,2.6832362560230103,0.0402922667917758,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,2.9615891126276668,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,3.26881766461921,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,3.607917411286735,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,3.982194598236286,0.0027130840896159,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,4.395298453510518,0.0070569208454996,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,4.851256767810439,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,5.35451516572884,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,5.909980450892606,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,6.523068447631989,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,7.199756805636381,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,7.94664328244557,0.0026969040334597,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,8.77101007203473,0.0312488118955334,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,9.68089480670125,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,10.68516892452659,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,11.79362416650129,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,13.017068046665974,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,14.36742922610868,0.0234728060125462,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,15.857873818222254,0.0211582477503132,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,17.50293375920589,0.0344285857812866,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,19.31864849543195,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,21.32272136913966,0.0176747923023965,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,23.534692227226586,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,25.97612793608566,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,28.670832660020142,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,31.645079953465416,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,34.92786892993277,0.01451539565221,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,38.55120700533943,0.0492533700735645,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,42.550421972492,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,46.96450644947037,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,51.83649806030739,0.0183860437882959,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,57.21389905475214,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,63.1491394584373,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,69.70008826919721,0.0081778021849198,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,76.9306176837347,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,84.91122585588536,0.0419403203084302,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,93.71972425841524,0.0186574047858008,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,103.44199635017502,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,114.17283494566873,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,126.01686645144532,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,139.08957098068325,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,153.51840829215158,0.0092242473995536,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,169.44406053153233,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,187.0218038919141,0.0225202880394844,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,206.42302256724187,0.0205211414590822,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,227.8368797598702,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,251.47216203465885,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,277.5593150021895,0.0,0.0,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100005,306.35269017914936,0.0,5.873690294780893e-17,0.5290549884572986,4652.787597615786,6.456191868370408e-21,1.6088145073781726,8.450172508733509,0.1923687964564039,1.2656903438458411,0.2317007827501848,573.4246634204162,533.4246634204162,583.4246634204162,10.957401906395262,synthetic_calibrated,synthetic,1.0
100006,0.0,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,1.0,0.0035575860755142,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,1.1638655407692886,0.0262308035690662,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,1.3545829969901884,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,1.576552472308869,0.015912864629029,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,1.8348950957349208,0.0099633082186915,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,2.135571172852439,0.0068793398431158,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,2.4855176979432074,0.0101688402474249,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,2.8928083996083083,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,3.366840012352064,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,3.918549071659813,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,4.560664234318342,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,5.307999945342071,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,6.1777982267889024,0.0103581368040108,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,7.190126473985217,0.0220313237474725,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,8.368340436844383,0.0104586762314743,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,9.739623067869392,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,11.335611668774844,0.0,0.0,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,13.193127804829292,0.0,5.821000195661003e-17,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,15.355026827005975,0.0,5.821000195661003e-17,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,17.871186601540252,0.1109773684922183,5.821000195661003e-17,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,20.799658258190505,0.0213541472611979,1.1642000391322006e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,24.20800550648529,0.0,1.1642000391322006e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,28.174863419751425,0.0213263352438378,1.7463000586983007e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,32.79175265012983,0.0011888631533338,2.328400078264401e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,38.1651909309161,0.0068823098382035,3.492600117396601e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,44.41915058137381,0.0,4.656800156528802e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,51.69791871190308,0.0203358322310391,6.985200234793203e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,60.16942611827582,0.0097991724462535,9.313600313057604e-16,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,70.02912166692484,0.0260855363534734,1.2806200430454209e-15,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,81.50448155847376,0.0066238933862925,1.804510060654911e-15,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,94.8602575041736,0.001162734856789,2.503030084134231e-15,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,110.40458489760896,0.0,3.434390115439992e-15,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
100006,128.49609190526445,0.0,4.773220160442022e-15,0.5243090862420495,5562.258730217334,2.6348306876226567e-19,2.153060985462875,4.985337702937635,0.2614324959556887,2.2975597669812617,0.4401817282042922,713.6986608693942,637.039272914534,731.8090414491128,6.0657097064758565,synthetic_calibrated,synthetic,1.0
